label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
Optimal,0.2980010211467743,0.4882648289203644,-0.3271864950656891,0.28515058755874634,0.47357356548309326,-0.29911261796951294,0.28599390387535095,0.46489933133125305,-0.2995099127292633,0.2869493365287781,0.4588228464126587,-0.29948216676712036,0.2842877209186554,0.4940330684185028,-0.29948690533638,0.2843560576438904,0.4994277358055115,-0.2999016046524048,0.28457024693489075,0.5056367516517639,-0.30017247796058655,0.29563912749290466,0.4490979313850403,-0.1314648985862732,0.28923049569129944,0.5124112963676453,-0.1307784467935562,0.3122957646846771,0.47606250643730164,-0.26081639528274536,0.30877307057380676,0.49758583307266235,-0.26361966133117676,0.38144469261169434,0.4053124189376831,-0.024145063012838364,0.366036981344223,0.5740009546279907,-0.05666126683354378,0.4846891760826111,0.4120008051395416,-0.11600581556558609,0.4584519863128662,0.5949682593345642,-0.21289846301078796,0.49058669805526733,0.38644206523895264,-0.41011038422584534,0.4677170217037201,0.6098595857620239,-0.5675296187400818,0.4893105626106262,0.37585705518722534,-0.4746948182582855,0.4703170657157898,0.6134005188941956,-0.6545456051826477,0.47762632369995117,0.37041765451431274,-0.5133854150772095,0.45692625641822815,0.6164008975028992,-0.6761759519577026,0.4767311215400696,0.37719517946243286,-0.433300256729126,0.4553499221801758,0.6122044920921326,-0.5882341861724854,0.5671178102493286,0.4656192660331726,0.012597140856087208,0.5626764893531799,0.5600707530975342,-0.012718403711915016,0.7126034498214722,0.48323166370391846,0.021264616400003433,0.7102991342544556,0.5605388283729553,-0.012430261820554733,0.8310402035713196,0.49739599227905273,0.263974666595459,0.8260052800178528,0.555906355381012,0.22871112823486328,0.842128574848175,0.5075638890266418,0.2778826355934143,0.8374675512313843,0.5482392907142639,0.24515452980995178,0.891655445098877,0.4833294749259949,0.10636849701404572,0.8837897181510925,0.5702803134918213,0.07736380398273468
Optimal,0.29663461446762085,0.4892369508743286,-0.3359431326389313,0.2840560972690582,0.47421982884407043,-0.30850857496261597,0.28483590483665466,0.46552711725234985,-0.3089103400707245,0.2857586741447449,0.4596177339553833,-0.30888742208480835,0.2832862138748169,0.49452587962150574,-0.30876320600509644,0.28337985277175903,0.49980416893959045,-0.3091786503791809,0.2835504710674286,0.5058557391166687,-0.3094514012336731,0.2945592999458313,0.4499012231826782,-0.14029234647750854,0.2881954312324524,0.5130745768547058,-0.1417507529258728,0.3110787272453308,0.4768363833427429,-0.2700539231300354,0.3073423206806183,0.4983316659927368,-0.2728634178638458,0.379841148853302,0.40591469407081604,-0.032466646283864975,0.3654792308807373,0.5753180384635925,-0.06394275277853012,0.4839991629123688,0.41210195422172546,-0.11891855299472809,0.4593822956085205,0.597932755947113,-0.20925843715667725,0.4913605749607086,0.385198175907135,-0.4098299443721771,0.47003373503685,0.6082166433334351,-0.5593327879905701,0.49048128724098206,0.37301528453826904,-0.4737324118614197,0.4720540940761566,0.6125370860099792,-0.6435369253158569,0.4791244566440582,0.36760038137435913,-0.5131216645240784,0.45937418937683105,0.6149960160255432,-0.6670883297920227,0.4780389368534088,0.3745035231113434,-0.4330959916114807,0.45792150497436523,0.6104646325111389,-0.5805251002311707,0.56662917137146,0.4665180742740631,0.012871344573795795,0.5624252557754517,0.5608400106430054,-0.012993763200938702,0.7120152711868286,0.48343610763549805,0.030501967296004295,0.7099233865737915,0.5610370635986328,-0.008601216599345207,0.8311120867729187,0.4975350797176361,0.2691125273704529,0.8262516260147095,0.5565849542617798,0.22848694026470184,0.842633068561554,0.5080358982086182,0.28239595890045166,0.8377512097358704,0.5488595366477966,0.24465887248516083,0.8920972943305969,0.48186367750167847,0.10860417783260345,0.8848187327384949,0.5693231821060181,0.07645479589700699
Optimal,0.29664817452430725,0.48941758275032043,-0.3437630534172058,0.28402581810951233,0.4745337665081024,-0.3158625066280365,0.2848023772239685,0.46580421924591064,-0.3162698447704315,0.28572431206703186,0.45981699228286743,-0.31624501943588257,0.283262699842453,0.4948052167892456,-0.3167203962802887,0.28337422013282776,0.5001304149627686,-0.31713467836380005,0.2835715711116791,0.5061695575714111,-0.317409873008728,0.29454100131988525,0.45009365677833557,-0.14476166665554047,0.2881895899772644,0.5131065249443054,-0.14847151935100555,0.311049222946167,0.47698974609375,-0.27658501267433167,0.3073526918888092,0.49846261739730835,-0.2801184356212616,0.37980395555496216,0.4059286117553711,-0.03436869755387306,0.3654417395591736,0.5754434466362,-0.07073833793401718,0.4839572310447693,0.41207846999168396,-0.12449032068252563,0.45953115820884705,0.5979243516921997,-0.22134169936180115,0.4913608431816101,0.3852086067199707,-0.4246385097503662,0.4703182578086853,0.6082248687744141,-0.5782412886619568,0.4904739260673523,0.37299078702926636,-0.4905008375644684,0.47224169969558716,0.612471342086792,-0.6658745408058167,0.4791196882724762,0.367581307888031,-0.5303264260292053,0.45947450399398804,0.6148483753204346,-0.6886418461799622,0.47804513573646545,0.37448394298553467,-0.44839659333229065,0.4580504298210144,0.6104507446289062,-0.5993839502334595,0.5667659044265747,0.4665074646472931,0.013044101186096668,0.5625675916671753,0.5609304308891296,-0.013166569173336029,0.7120527029037476,0.4833677411079407,0.030893106013536453,0.709945023059845,0.5610740184783936,-0.0070430925115942955,0.8310976028442383,0.4975304901599884,0.27872008085250854,0.8260582089424133,0.556545078754425,0.23419597744941711,0.8426058888435364,0.5078839659690857,0.2933085560798645,0.8374505043029785,0.5488660931587219,0.2508011758327484,0.8921054601669312,0.48273399472236633,0.12083611637353897,0.884555995464325,0.5692173838615417,0.08132793754339218
Optimal,0.2963307201862335,0.489107608795166,-0.33863455057144165,0.28380677103996277,0.47428226470947266,-0.3109101951122284,0.28449591994285583,0.4656749963760376,-0.31131523847579956,0.28527677059173584,0.4598254859447479,-0.31128963828086853,0.2831067740917206,0.4947877824306488,-0.31094253063201904,0.283186137676239,0.5000888109207153,-0.311367392539978,0.283314049243927,0.5061375498771667,-0.3116482198238373,0.29410386085510254,0.4501149356365204,-0.14271476864814758,0.2879650294780731,0.5131177306175232,-0.1430189609527588,0.3107205927371979,0.4766313433647156,-0.2729021906852722,0.30716535449028015,0.4984012842178345,-0.27539950609207153,0.3797849118709564,0.40547651052474976,-0.03421231731772423,0.3654305040836334,0.5754274725914001,-0.06675596535205841,0.4849316477775574,0.41206035017967224,-0.1216232180595398,0.4595569670200348,0.5979227423667908,-0.2180291712284088,0.4917333126068115,0.385605126619339,-0.4056014120578766,0.46950116753578186,0.6087206602096558,-0.5758628249168396,0.4906754493713379,0.37304168939590454,-0.4679660201072693,0.4721643328666687,0.6124892830848694,-0.6623403429985046,0.47931408882141113,0.3675723969936371,-0.5074464082717896,0.4593195915222168,0.6150158643722534,-0.6849268674850464,0.4783165454864502,0.3744763433933258,-0.42871707677841187,0.4576645791530609,0.6109070181846619,-0.5970790386199951,0.5667989253997803,0.46651431918144226,0.012662457302212715,0.5625283718109131,0.5609292984008789,-0.012784527614712715,0.7121063470840454,0.48347562551498413,0.0306176096200943,0.7104190587997437,0.5610895752906799,-0.009114786051213741,0.8317655324935913,0.49755096435546875,0.27725252509117126,0.8260918855667114,0.5565178990364075,0.23355193436145782,0.8432696461677551,0.5081174969673157,0.29173600673675537,0.8374481201171875,0.5487310290336609,0.24993546307086945,0.8921250104904175,0.4826294779777527,0.1202438622713089,0.8844293355941772,0.5703041553497314,0.0815625861287117
Optimal,0.29643958806991577,0.4888971447944641,-0.3390960693359375,0.2837861478328705,0.47422054409980774,-0.31155651807785034,0.2844671905040741,0.4655616581439972,-0.31196174025535583,0.2852623164653778,0.4596235156059265,-0.311938613653183,0.28309521079063416,0.4947763979434967,-0.311892569065094,0.28322169184684753,0.5000981092453003,-0.312317430973053,0.28340718150138855,0.506178081035614,-0.3125961422920227,0.29408249258995056,0.45005229115486145,-0.1428709775209427,0.2880358397960663,0.5131533145904541,-0.14433813095092773,0.31083083152770996,0.47634902596473694,-0.27298703789711,0.30728787183761597,0.49836453795433044,-0.27576059103012085,0.3797683119773865,0.4054551422595978,-0.03413354977965355,0.365294873714447,0.5754662156105042,-0.066708043217659,0.4849297106266022,0.41331520676612854,-0.11948460340499878,0.4598290026187897,0.5979927182197571,-0.2143189013004303,0.49204063415527344,0.3859638273715973,-0.4030054211616516,0.4697464406490326,0.6083962917327881,-0.5631636381149292,0.4910019338130951,0.3732452988624573,-0.46534913778305054,0.472139447927475,0.6120303273200989,-0.6471376419067383,0.4795624613761902,0.3674873411655426,-0.5046454668045044,0.4590896666049957,0.6146718859672546,-0.6701195240020752,0.47857341170310974,0.3744109272956848,-0.4260678291320801,0.45758146047592163,0.6104255318641663,-0.5841118097305298,0.566674530506134,0.4665123224258423,0.012665584683418274,0.5623977780342102,0.5609524250030518,-0.01278755534440279,0.7118260264396667,0.48351627588272095,0.02962847426533699,0.7102746367454529,0.5610096454620361,-0.00937639269977808,0.8314560055732727,0.49756544828414917,0.2712298631668091,0.8260964155197144,0.5563175082206726,0.22951924800872803,0.84300696849823,0.5081087350845337,0.2851965129375458,0.837443470954895,0.5485237240791321,0.24576465785503387,0.8920650482177734,0.48091256618499756,0.11618936061859131,0.8844143152236938,0.5697953701019287,0.07920677214860916
Optimal,0.2964361011981964,0.48866909742355347,-0.3360765874385834,0.2836095094680786,0.4738953411579132,-0.3077598214149475,0.2843089699745178,0.46530881524086,-0.3081589341163635,0.28515738248825073,0.45950087904930115,-0.3081323504447937,0.2828879952430725,0.49475201964378357,-0.30858558416366577,0.2830159068107605,0.5000985860824585,-0.30900222063064575,0.2832604944705963,0.506246030330658,-0.30927151441574097,0.2940651774406433,0.44992104172706604,-0.13609732687473297,0.2879561185836792,0.5132545232772827,-0.13989056646823883,0.3107874393463135,0.47617587447166443,-0.2688876986503601,0.3072616159915924,0.4983873963356018,-0.27235347032546997,0.3797489404678345,0.4052847921848297,-0.027048924937844276,0.36527812480926514,0.5754798650741577,-0.06374989449977875,0.48462289571762085,0.4117661714553833,-0.11421366780996323,0.45956310629844666,0.5979387760162354,-0.21376116573810577,0.49200788140296936,0.3845057785511017,-0.4035378098487854,0.470665842294693,0.6081968545913696,-0.5641955137252808,0.4910794794559479,0.37300315499305725,-0.4661858081817627,0.4728063642978668,0.6119428873062134,-0.6500025391578674,0.4796580374240875,0.3669702708721161,-0.5054989457130432,0.4598942697048187,0.6144698858261108,-0.6723682284355164,0.47861725091934204,0.3734043836593628,-0.42668136954307556,0.4584414064884186,0.610253095626831,-0.5850166082382202,0.5666416883468628,0.4661394953727722,0.012785392813384533,0.562200665473938,0.5607675909996033,-0.012906867079436779,0.7118070721626282,0.48339366912841797,0.0262338574975729,0.7101618051528931,0.5610450506210327,-0.01321406476199627,0.831462562084198,0.4975426495075226,0.2712603509426117,0.826003909111023,0.5562624335289001,0.22945423424243927,0.8430050015449524,0.5077612400054932,0.28521648049354553,0.8373023271560669,0.5485172867774963,0.24584528803825378,0.8922569155693054,0.48256462812423706,0.11598102748394012,0.884324848651886,0.5694450736045837,0.07900682091712952
Optimal,0.29642340540885925,0.4886194169521332,-0.329039990901947,0.2834341526031494,0.4736579954624176,-0.3013005554676056,0.28414613008499146,0.4651482403278351,-0.30170005559921265,0.28506219387054443,0.45944926142692566,-0.301674485206604,0.2826959490776062,0.49472275376319885,-0.30196669697761536,0.2828381657600403,0.5000929236412048,-0.302383691072464,0.28312966227531433,0.5062786936759949,-0.3026539981365204,0.2940475642681122,0.4498857259750366,-0.1327766329050064,0.28786081075668335,0.513295590877533,-0.13580867648124695,0.31074637174606323,0.47611188888549805,-0.2630001902580261,0.3072182238101959,0.4984440803527832,-0.26629340648651123,0.3797364830970764,0.4052233099937439,-0.02522502839565277,0.3652617335319519,0.5754884481430054,-0.061232972890138626,0.48423728346824646,0.4106656610965729,-0.10728733241558075,0.4595627784729004,0.5976648330688477,-0.20689567923545837,0.49199312925338745,0.38395166397094727,-0.38968944549560547,0.4707059860229492,0.6079872250556946,-0.550882875919342,0.4914533495903015,0.3729161024093628,-0.4512990117073059,0.472830593585968,0.6119189858436584,-0.6349924802780151,0.47991570830345154,0.3668104410171509,-0.4907453656196594,0.45990243554115295,0.6144542098045349,-0.657733142375946,0.4787638187408447,0.3730638325214386,-0.41273775696754456,0.4584636688232422,0.6101903319358826,-0.5716882944107056,0.566725492477417,0.46612849831581116,0.012856552377343178,0.5622198581695557,0.5607132315635681,-0.012978886254131794,0.7119140028953552,0.48340681195259094,0.029785875231027603,0.710209310054779,0.5605872273445129,-0.010499180294573307,0.8314799070358276,0.4975648820400238,0.2701636850833893,0.8260130882263184,0.5561746954917908,0.22694627940654755,0.8430045247077942,0.5077573657035828,0.28358110785484314,0.8372599482536316,0.5485649108886719,0.24268105626106262,0.8922130465507507,0.48255863785743713,0.11348775774240494,0.8843091726303101,0.5693593621253967,0.07495470345020294
Optimal,0.29626375436782837,0.48852843046188354,-0.34439992904663086,0.2834166884422302,0.4735325574874878,-0.31590038537979126,0.2840892970561981,0.4650686979293823,-0.316308856010437,0.2849207818508148,0.4594327211380005,-0.31628698110580444,0.2826767563819885,0.4945053160190582,-0.31676584482192993,0.28282228112220764,0.4998076856136322,-0.31717413663864136,0.2831166386604309,0.5059105157852173,-0.31744712591171265,0.29384657740592957,0.4498588740825653,-0.14418046176433563,0.2878287136554718,0.5129929780960083,-0.14789482951164246,0.31063857674598694,0.4759151041507721,-0.2772340178489685,0.3070905804634094,0.4980861246585846,-0.28075674176216125,0.3796284794807434,0.4049711227416992,-0.034763626754283905,0.3652568459510803,0.5754930973052979,-0.06999211013317108,0.4848797917366028,0.4101294279098511,-0.12291326373815536,0.46052828431129456,0.5971858501434326,-0.219894140958786,0.49224287271499634,0.3834257423877716,-0.4202535152435303,0.47071242332458496,0.6079114675521851,-0.5768395662307739,0.4915337562561035,0.3722827732563019,-0.4857581555843353,0.4728354811668396,0.6119167804718018,-0.6645429730415344,0.48000845313072205,0.36596736311912537,-0.5256723761558533,0.4599558711051941,0.6146067380905151,-0.6875723600387573,0.47885531187057495,0.3722185492515564,-0.4439435601234436,0.4584924578666687,0.6103659868240356,-0.5982139110565186,0.5667449831962585,0.4657587707042694,0.012978808954358101,0.5622206926345825,0.5606763958930969,-0.013099178671836853,0.7119673490524292,0.4833914041519165,0.029044440016150475,0.7099493145942688,0.560569703578949,-0.013452479615807533,0.8315078616142273,0.4975701570510864,0.2753414511680603,0.8260137438774109,0.5561502575874329,0.22723428905010223,0.8430790901184082,0.5077376365661621,0.28973230719566345,0.8372130393981934,0.548598051071167,0.2433103621006012,0.892318069934845,0.48268792033195496,0.11501715332269669,0.8842945098876953,0.5692125558853149,0.07324366271495819
Optimal,0.2963460683822632,0.48808905482292175,-0.34601348638534546,0.28338930010795593,0.4734354317188263,-0.3176806569099426,0.28406065702438354,0.4649774730205536,-0.3180871605873108,0.28489840030670166,0.45929765701293945,-0.3180614411830902,0.2826659083366394,0.49448874592781067,-0.318701833486557,0.2828123867511749,0.49978557229042053,-0.31911298632621765,0.2831144332885742,0.5059112906455994,-0.31938785314559937,0.29382941126823425,0.44977203011512756,-0.1452496498823166,0.287830650806427,0.5130307674407959,-0.14963088929653168,0.3106318414211273,0.47565463185310364,-0.27840009331703186,0.30714160203933716,0.4980323612689972,-0.28212422132492065,0.37945181131362915,0.4045979678630829,-0.03436114639043808,0.3652493953704834,0.575438380241394,-0.07203459739685059,0.4848758578300476,0.40953776240348816,-0.1222781091928482,0.46066850423812866,0.5964983105659485,-0.2223999798297882,0.49237060546875,0.38246268033981323,-0.4204774498939514,0.47121110558509827,0.6079074740409851,-0.579878568649292,0.4918293058872223,0.3718043267726898,-0.4859097898006439,0.4729546010494232,0.611918032169342,-0.667884886264801,0.4804275929927826,0.36497434973716736,-0.5259547233581543,0.4602386951446533,0.6146225333213806,-0.6909480094909668,0.47932034730911255,0.37056583166122437,-0.4442525804042816,0.45897284150123596,0.6104179620742798,-0.6012110114097595,0.5667401552200317,0.4654468297958374,0.013780620880424976,0.5622003078460693,0.5601375699043274,-0.013900792226195335,0.7120916247367859,0.4833487570285797,0.0307020153850317,0.7100143432617188,0.5603480935096741,-0.013204740360379219,0.8314708471298218,0.4975845515727997,0.2824021279811859,0.8259894251823425,0.5563166737556458,0.22857722640037537,0.8429314494132996,0.5078927278518677,0.29717233777046204,0.8370677828788757,0.5487691760063171,0.24480688571929932,0.892137348651886,0.48265695571899414,0.12168723344802856,0.8842827081680298,0.5690492987632751,0.07302636653184891
Optimal,0.29647570848464966,0.4880206882953644,-0.3369702696800232,0.28337156772613525,0.4733950197696686,-0.30907687544822693,0.2840426564216614,0.46489396691322327,-0.30947887897491455,0.2848927676677704,0.45916569232940674,-0.309452086687088,0.2826642096042633,0.49447494745254517,-0.3095575273036957,0.28281331062316895,0.4997638463973999,-0.30997851490974426,0.2831229269504547,0.505910336971283,-0.31024661660194397,0.29381757974624634,0.44954821467399597,-0.13849470019340515,0.2878263592720032,0.513009786605835,-0.1406339704990387,0.3106747269630432,0.475589394569397,-0.2699767053127289,0.30721837282180786,0.49803102016448975,-0.273040771484375,0.37943482398986816,0.4042142629623413,-0.02770683728158474,0.36517634987831116,0.5750806331634521,-0.06291238218545914,0.4847814440727234,0.4088347256183624,-0.10764459520578384,0.4603516459465027,0.5962016582489014,-0.20707929134368896,0.4923776090145111,0.38206735253334045,-0.39261162281036377,0.47154274582862854,0.6076379418373108,-0.5543134212493896,0.4921632409095764,0.3716825544834137,-0.4549309313297272,0.4733823239803314,0.6119000315666199,-0.6388919353485107,0.4807742238044739,0.3646515905857086,-0.4948388934135437,0.4606286585330963,0.6145793795585632,-0.6629273295402527,0.4795796275138855,0.3702286183834076,-0.4158824384212494,0.4594201445579529,0.6103253960609436,-0.575742244720459,0.5662280321121216,0.4653800129890442,0.013863828964531422,0.561287522315979,0.5596103072166443,-0.013985106721520424,0.7115994095802307,0.4832693934440613,0.03064550831913948,0.7093349695205688,0.5601416230201721,-0.02065090648829937,0.8313695788383484,0.49759694933891296,0.27148744463920593,0.8260306119918823,0.5563517808914185,0.2060072124004364,0.842717170715332,0.5081923007965088,0.2846866846084595,0.8371750712394714,0.5488025546073914,0.22078323364257812,0.8921279907226562,0.48266682028770447,0.11108925193548203,0.8842719197273254,0.5695210099220276,0.04783276468515396
